timestamp,fatigue_score,head_tilt,keyboard_count,mouse_clicks,confidence
2025-10-29 17:46:17,59.698990141068435,12.917736616623625,34,19,0.9499647990579725
2025-10-29 17:47:17,51.9992711707172,14.523380566018245,16,5,0.8624609187317082
2025-10-29 17:52:04,38.32,8.57,0,0,0.94
2025-10-29 17:53:05,96.8,11.4,285,1,0.89
2025-10-29 17:54:05,51.28,11.86,62,0,0.87
